using saved target 'z1'
../../../../contiki/tools/sky/serialdump-linux -b115200 /dev/ttyUSB0
connecting to /dev/ttyUSB0 (115200) [OK]
48618 R 2.0 2 1 467 5
 P 109076 1275 375155 12422967
48898 R 3.0 2 1 723 6
 P 109918 1546 375164 12493854
49183 R 4.0 2 2 976 7
 P 111404 1818 375173 12566034
49462 R 5.0 2 2 1157 8
 P 112330 2005 375182 12638214
49747 R 2.0 3 1 700 9
 P 113817 2278 375191 12710394
50026 R 3.0 3 1 955 10
 P 114725 2550 375201 12784155
50310 R 4.0 3 2 1153 11
 P 116212 2822 375210 12854754
50590 R 5.0 3 2 1390 12
 P 117140 3007 375218 12926934
50874 R 2.0 4 1 931 13
 P 118627 3278 375227 12999114
51156 R 4.0 4 2 1101 14
 P 120018 3550 375235 13071294
 P 121172 3550 376201 13145727
51720 R 2.0 5 1 881 15
 P 122659 3822 376209 13215654
52000 R 3.0 4 1 3502 16
 P 123499 4094 376217 13287834
52284 R 4.0 5 2 1334 17
 P 124986 4367 376226 13360014
52564 R 5.0 4 2 2467 18
 P 125914 4552 376234 13432194
52848 R 2.0 6 1 1113 19
 P 127468 4825 376245 13506147
53130 R 4.0 6 2 1284 20
 P 128860 5097 376254 13576554
 P 129949 5097 377215 13648734
53694 R 2.0 7 1 1063 21
 P 131342 5369 377224 13720914
53975 R 4.0 7 2 1232 22
 P 132510 5641 377232 13793094
54257 R 2.0 8 1 730 23
 P 133905 5913 377242 13865927
54537 R 5.0 5 2 3545 24
 P 134744 6185 377250 13937454
54821 R 110.219 1 3 2177 25
 P 136136 6457 377258 14009634
55102 R 2.0 9 1 680 26
 P 137304 6729 377267 14081814
55385 R 4.0 8 2 1746 27
 P 138632 7001 377276 14153994
55671 R 2.0 10 1 352 28
 P 141083 7274 377287 14227627
55954 R 3.0 6 1 4195 29
 P 143745 7546 377296 14298354
56233 R 5.0 6 2 4345 30
 P 145575 7818 377304 14370534
56513 R 2.0 11 1 299 31
 P 147064 8089 377313 14442714
56793 R 3.0 7 1 4138 32
 P 147994 8269 377321 14514894
57077 R 4.0 9 2 2543 33
 P 149550 8541 377331 14587663
57359 R 2.0 12 1 248 34
 P 150943 8813 377339 14659254
57646 R 5.0 7 2 4861 35
 P 153604 9084 377348 14731434
57925 R 158.170 1 3 5222 36
 P 155434 9357 377357 14803614
58204 R 2.0 13 1 197 37
 P 156603 9629 377366 14875794
58485 R 3.0 8 1 4934 38
 P 157507 9901 377377 14948595
58774 R 5.0 8 2 5094 39
 P 160328 10173 377385 15020154
59054 R 158.170 2 3 5361 40
 P 162573 10444 377394 15092334
59332 R 3.0 9 1 4885 41
 P 163824 10621 377403 15164514
 P 165314 10621 378613 15236694
59894 R 5.0 9 2 5317 42
 P 166312 10798 378623 15310935
60179 R 2.0 14 1 1988 43
 P 167801 11070 378631 15381054
60460 R 2.0 15 1 661 44
 P 169195 11342 378639 15453234
60742 R 4.0 10 2 5311 45
 P 170365 11614 378649 15525414
61024 R 2.0 16 1 329 46
 P 171695 11887 378658 15597594
61311 R 158.170 3 3 6627 47
 P 174422 12158 378669 15671099
61586 R 3.0 10 1 5347 48
 P 175257 12430 378679 15741954
61874 R 2.0 17 1 283 49
 P 177837 12510 378688 15814134
62157 R 5.0 10 2 6685 50
 P 180496 12783 378697 15886314
62436 R 158.170 4 3 6701 51
 P 182323 13055 378705 15958494
62715 R 2.0 18 1 228 52
 P 183433 13326 378716 16031647
62999 R 4.0 11 2 6673 53
 P 185148 13598 378724 16102854
63278 R 3.0 11 1 5247 54
 P 185983 13869 378733 16175034
63562 R 110.219 5 3 6895 55
 P 187474 14141 378741 16247214
63842 R 5.0 11 2 7474 56
 P 188308 14412 378750 16319394
64126 R 2.0 19 1 743 57
 P 189866 14684 378761 16393091
64408 R 2.0 20 1 129 58
 P 191261 14956 378770 16463754
64695 R 3.0 12 1 5768 59
 P 193919 15228 378778 16535934
64971 R 4.0 12 2 7749 60
 P 195251 15500 378787 16608114
65258 R 2.0 21 1 83 61
 P 197639 15771 378798 16680294
 P 198485 15771 378808 16754087
65818 R 4.0 13 2 7700 62
 P 199977 16043 378816 16824654
66097 R 158.170 5 3 9372 63
 P 200909 16216 378825 16896834
66382 R 2.0 22 1 311 64
 P 202401 16488 378833 16969014
66661 R 5.0 12 2 9397 65
 P 203335 16659 378841 17041194
66946 R 110.219 6 3 9227 66
 P 204894 16931 378852 17115019
67227 R 110.219 7 3 8549 67
 P 206290 17203 378861 17185554
67508 R 2.0 23 1 541 68
 P 207462 17475 378870 17257734
67789 R 158.170 6 3 10073 69
 P 208294 17747 378879 17329914
68074 R 4.0 14 2 9059 70
 P 209788 18020 378888 17402094
68353 R 3.0 13 1 6738 71
 P 210788 18191 378898 17475311
68637 R 2.0 24 1 775 72
 P 212281 18462 378907 17546454
68917 R 5.0 13 2 10757 73
 P 213215 18632 378915 17618634
69201 R 110.219 8 3 9502 74
 P 214708 18904 378923 17690814
69481 R 158.170 7 3 10744 75
 P 215642 19073 378932 17762994
69765 R 2.0 25 1 1006 76
 P 217202 19345 378942 17837523
 P 217202 19345 382332 17907354
70329 R 4.0 15 2 10419 77
 P 218695 19618 382341 17979534
70609 R 3.0 14 1 8098 78
 P 219629 19789 382349 18051714
70893 R 4.0 16 2 9191 79
 P 221123 20062 382358 18123894
71172 R 3.0 15 1 7766 80
 P 222125 20229 382369 18198071
71457 R 2.0 26 1 1802 81
 P 223619 20500 382378 18268254
71736 R 5.0 14 2 12680 82
 P 224554 20667 382387 18340434
72021 R 110.219 10 3 10153 83
 P 226048 20939 382395 18412614
72300 R 3.0 16 1 7101 84
 P 226982 21107 382404 18484794
72585 R 2.0 27 1 2034 85
 P 228543 21379 382414 18557467
72864 R 158.170 8 3 13105 86
 P 229478 21546 382422 18629154
73149 R 4.0 17 2 9654 87
 P 230972 21818 382431 18701334
73428 R 5.0 16 2 12580 88
 P 231907 21985 382440 18773514
73713 R 4.0 18 2 8426 89
 P 233401 22257 382449 18845694
73994 R 2.0 28 1 2547 90
 P 234867 22529 382460 18918271
74275 R 110.219 12 3 10302 91
 P 236042 22801 382469 18990054
74558 R 4.0 19 2 8375 92
 P 237377 23072 382478 19062234
74844 R 2.0 29 1 2501 93
 P 239768 23344 382486 19134414
 P 240542 23344 382494 19206594
75404 R 110.219 13 3 10441 94
 P 242104 23616 382504 19280387
75684 R 158.170 9 3 14873 95
 P 243040 23780 382513 19350954
 P 245612 23780 382647 19423134
76248 R 5.0 17 2 14504 96
 P 246547 23945 382656 19495314
76532 R 2.0 30 1 6022 97
 P 248042 24218 382665 19567494
76812 R 3.0 18 1 7133 98
 P 249045 24382 382676 19641319
77096 R 4.0 20 2 9122 99
 P 250541 24654 382685 19711854
77375 R 158.170 10 3 15605 100
 P 251478 24816 382694 19784034
77660 R 2.0 31 1 3525 101
 P 252974 25087 382703 19856214
77939 R 5.0 18 2 15298 102
 P 253911 25249 382712 19928394
78224 R 2.0 32 1 3193 103
 P 255474 25521 382722 20001611
78503 R 158.170 11 3 15744 104
 P 256410 25684 382730 20072754
78788 R 4.0 21 2 9918 105
 P 257906 25956 382738 20144934
79067 R 3.0 19 1 6700 106
 P 258843 26118 382746 20217114
79352 R 110.219 15 3 12314 107
 P 260339 26390 382755 20289294
79631 R 5.0 19 2 16095 108
 P 261343 26552 382766 20363823
79916 R 2.0 33 1 3989 109
 P 262840 26824 382775 20433654
80195 R 5.0 20 2 15763 110
 P 263777 26984 382784 20505834
80480 R 4.0 22 2 10713 111
 P 265274 27255 382794 20578014
80761 R 110.219 16 3 12702 112
 P 266675 27526 382803 20650194
 P 267919 27526 384015 20724371
81323 R 5.0 21 2 15099 113
 P 268745 27797 384024 20794554
81607 R 2.0 34 1 9003 114
 P 270242 28069 384032 20866734
81887 R 5.0 22 2 14766 115
 P 271180 28228 384041 20938914
82171 R 4.0 23 2 11508 116
 P 272677 28500 384050 21011094
82451 R 158.170 14 3 16501 117
 P 273681 28662 384061 21083767
82735 R 2.0 35 1 5016 118
 P 275178 28935 384070 21155454
83014 R 3.0 20 1 6168 119
 P 276117 29093 384078 21227634
83299 R 4.0 24 2 11740 120
 P 277615 29365 384087 21299814
83578 R 5.0 23 2 14666 121
 P 278554 29522 384096 21371994
83863 R 110.219 17 3 14721 122
 P 280119 29793 384107 21444571
84142 R 158.170 16 3 16150 123
 P 281057 29950 384116 21516354
84427 R 4.0 25 2 11973 124
 P 282554 30222 384124 21588534
84708 R 2.0 36 1 5197 125
 P 283956 30494 384132 21660714
84990 R 4.0 26 2 11640 126
 P 285134 30766 384143 21732894
85272 R 2.0 37 1 3969 127
 P 286539 31038 384154 21807295
85552 R 3.0 21 1 6913 128
 P 287363 31310 384163 21877254
85837 R 110.219 18 3 15641 129
 P 288861 31582 384172 21949434
86116 R 158.170 17 3 17040 130
 P 289800 31737 384181 22021614
86401 R 4.0 27 2 11258 131
 P 291300 32009 384190 22093794
86680 R 5.0 24 2 15080 132
 P 292306 32165 384200 22168355
86964 R 2.0 38 1 4765 133
 P 293805 32437 384208 22238154
87244 R 3.0 22 1 6813 134
 P 294745 32592 384216 22310334
87528 R 4.0 28 2 11489 135
 P 296244 32864 384224 22382514
87808 R 3.0 23 1 6481 136
 P 297184 33018 384233 22454694
88092 R 110.219 20 3 15760 137
 P 298750 33290 384244 22528263
88372 R 5.0 26 2 14979 138
 P 299689 33446 384253 22599054
88656 R 2.0 39 1 4665 139
 P 301188 33719 384262 22671234
88935 R 5.0 27 2 14647 140
 P 302127 33874 384270 22743414
89220 R 2.0 40 1 4333 141
 P 303627 34146 384279 22815594
89499 R 3.0 24 1 6381 142
 P 304635 34298 384290 22889579
89784 R 2.0 41 1 4001 143
 P 306135 34569 384299 22959954
90063 R 158.170 20 3 17797 144
 P 307076 34721 384308 23032134
90348 R 4.0 30 2 12518 145
 P 308576 34993 384316 23104314
90627 R 5.0 28 2 14547 146
 P 309516 35146 384325 23176494
90912 R 110.219 21 3 17497 147
 P 311083 35418 384335 23250767
91191 R 3.0 25 1 5384 148
 P 311904 35690 384343 23320854
91476 R 2.0 42 1 4797 149
 P 313404 35962 384352 23393034
91757 R 4.0 31 2 13031 150
 P 314808 36234 384361 23465214
92038 R 2.0 43 1 4463 151
 P 315989 36506 384370 23537394
92319 R 5.0 30 2 14447 152
 P 316876 36777 384381 23610291
92604 R 110.219 22 3 18167 153
 P 318377 37048 384391 23681754
92883 R 3.0 26 1 6180 154
 P 319197 37320 384399 23753934
93167 R 4.0 32 2 12648 155
 P 320698 37592 384407 23826114
93449 R 4.0 33 2 12034 156
 P 322103 37864 384415 23898294
93730 R 2.0 44 1 4363 157
 P 323351 38136 384425 23972759
94013 R 4.0 34 2 11702 158
 P 324692 38408 384434 24042654
94293 R 158.170 22 3 19922 159
 P 325512 38680 384443 24114834
94577 R 4.0 35 2 11371 160
 P 327013 38953 384452 24187014
94856 R 5.0 31 2 15192 161
 P 327954 39103 384460 24259194
95141 R 2.0 45 1 3982 162
 P 329523 39375 384471 24332539
95420 R 3.0 27 1 6926 163
 P 330466 39523 384479 24403554
95705 R 2.0 46 1 3650 164
 P 331968 39794 384488 24475734
95984 R 5.0 32 2 15423 165
 P 332911 39941 384497 24547914
96269 R 110.219 25 3 18642 166
 P 334413 40213 384505 24620094
96548 R 5.0 33 2 14195 167
 P 335422 40360 384516 24694239
96833 R 110.219 26 3 18155 168
 P 336924 40632 384524 24764454
97112 R 3.0 28 1 6825 169
 P 337866 40780 384532 24836634
97397 R 2.0 47 1 4446 170
 P 339368 41052 384541 24908814
97676 R 158.170 25 3 20179 171
 P 340311 41199 384550 24980994
97961 R 2.0 48 1 4114 172
 P 341881 41471 384561 25054275
98240 R 5.0 34 2 14992 173
 P 342824 41616 384571 25125354
98525 R 2.0 49 1 3782 174
 P 344328 41888 384580 25197534
98804 R 5.0 35 2 14660 175
 P 345271 42034 384589 25269714
99088 R 4.0 36 2 12297 176
 P 346774 42306 384597 25341894
99368 R 3.0 29 1 6393 177
 P 347785 42451 384607 25415207
99652 R 4.0 37 2 11965 178
 P 349288 42723 384615 25486254
99932 R 5.0 36 2 13099 179
 P 350232 42867 384624 25558434
100216 R 2.0 50 1 4577 180
 P 351735 43139 384633 25630614
100496 R 158.170 29 3 18944 181
 P 352677 43284 384644 25702794
100780 R 110.219 28 3 19995 182
 P 354247 43557 384655 25775499
101062 R 4.0 38 2 12480 183
 P 355655 43829 384664 25847154
101341 R 3.0 30 1 5679 184
 P 356471 44101 384672 25919334
101626 R 2.0 51 1 5091 185
 P 357975 44372 384681 25991514
101905 R 5.0 37 2 14176 186
 P 358920 44514 384690 26063694
102190 R 110.219 29 3 20385 187
 P 360491 44786 384700 26137711
102469 R 3.0 31 1 5910 188
 P 361435 44928 384709 26208054
102754 R 2.0 52 1 5323 189
 P 362939 45200 384717 26280234
103033 R 158.170 30 3 20398 190
 P 363884 45342 384725 26352414
103318 R 4.0 39 2 12944 191
 P 365388 45614 384734 26424594
103599 R 110.219 30 3 20710 192
 P 366867 45886 384745 26498264
103880 R 2.0 53 1 4657 193
 P 368118 46158 384756 26570567
104161 R 5.0 38 2 14641 194
 P 368933 46429 384765 26641134
104446 R 110.219 31 3 20471 195
 P 370439 46701 384774 26713314
104725 R 3.0 32 1 6374 196
 P 371384 46841 384783 26785494
105009 R 4.0 40 2 11946 197
 P 372889 47113 384791 26857674
105289 R 158.170 31 3 21569 198
 P 373770 47385 384801 26931499
105573 R 2.0 54 1 4558 199
 P 375275 47657 384809 27002034
105853 R 5.0 39 2 14541 200
 P 376221 47796 384818 27074214
106137 R 110.219 33 3 20153 201
 P 377726 48068 384827 27146394
106419 R 4.0 41 2 11564 202
 P 379134 48340 384836 27218574
106700 R 4.0 42 2 10949 203
 P 380386 48612 384847 27291791
106983 R 2.0 55 1 4176 204
 P 381732 48884 384858 27362934
107262 R 3.0 33 1 7120 205
 P 382545 49156 384866 27435114
107547 R 2.0 56 1 3844 206
 P 384051 49427 384875 27507294
107826 R 158.170 32 3 23022 207
 P 384998 49565 384883 27579474
108111 R 110.219 34 3 21042 208
 P 386571 49837 384893 27654003
108390 R 5.0 40 2 15285 209
 P 387518 49974 384902 27723834
108675 R 2.0 57 1 4076 210
 P 389023 50246 384910 27796014
108954 R 3.0 34 1 7019 211
 P 389970 50383 384919 27868194
109244 R 5.0 41 2 14347 212
 P 392766 50655 384927 27940374
109520 R 4.0 43 2 12874 213
 P 394397 50773 384938 28014551
109801 R 2.0 58 1 4306 214
 P 395583 51045 384947 28084734
110082 R 158.170 34 3 30797 215
 P 396395 51316 384956 28156914
110367 R 4.0 44 2 12824 216
 P 397902 51589 384966 28229094
110646 R 158.170 35 3 22747 217
 P 398849 51724 384975 28301274
110930 R 2.0 59 1 4539 218
 P 400423 51995 384986 28373947
111210 R 5.0 42 2 14522 219
 P 401370 52131 384994 28445634
111494 R 2.0 60 1 4207 220
 P 402877 52403 385002 28517814
111774 R 3.0 35 1 6255 221
 P 403825 52538 385010 28589994
112056 R 5.0 43 2 14471 222
 P 404636 52810 385020 28662174
112340 R 110.219 36 3 23165 223
 P 406210 53082 385031 28734751
112622 R 2.0 61 1 4439 224
 P 407621 53354 385040 28806534
112903 R 4.0 46 2 12672 225
 P 408808 53626 385049 28878714
113185 R 110.219 37 3 22958 226
 P 410156 53898 385058 28950894
113465 R 3.0 36 1 6155 227
 P 410966 54170 385066 29023074
113750 R 2.0 62 1 4671 228
 P 412541 54441 385077 29097475
114029 R 5.0 44 2 14652 229
 P 413490 54573 385086 29167434
114314 R 2.0 63 1 4339 230
 P 414903 54846 385094 29239614
114595 R 110.219 38 3 23346 231
 P 416091 55118 385102 29311794
114877 R 4.0 47 2 12855 232
 P 417439 55391 385110 29383974
115157 R 158.170 38 3 24068 233
 P 418315 55663 385121 29458535
115442 R 4.0 48 2 12524 234
 P 419823 55935 385130 29528334
115721 R 3.0 37 1 6618 235
 P 420772 56068 385138 29600514
116006 R 110.219 40 3 22651 236
 P 422281 56340 385147 29672694
116287 R 2.0 64 1 3624 237
 P 423694 56613 385156 29744874
116568 R 2.0 65 1 3009 238
 P 424949 56884 385167 29818443
116851 R 4.0 50 2 10348 239
 P 426298 57155 385176 29889234
117131 R 5.0 45 2 15962 240
 P 427106 57427 385185 29961414
117420 R 5.0 46 2 15357 241
 P 429898 57699 385193 30033594
117697 R 110.219 42 3 21311 242
 P 431458 57824 385201 30105774
117978 R 2.0 66 1 3523 243
 P 432714 58096 385211 30179759
118261 R 4.0 51 2 9967 244
 P 434063 58368 385220 30250134
118540 R 3.0 38 1 7646 245
 P 434871 58639 385229 30322314
118825 R 2.0 67 1 3474 246
 P 436380 58912 385238 30394494
119107 R 110.219 43 3 21700 247
 P 437794 59184 385247 30466674
119388 R 2.0 68 1 3141 248
 P 439051 59456 385258 30540947
119670 R 2.0 69 1 2527 249
 P 440401 59727 385267 30611034
119950 R 5.0 47 2 16990 250
 P 441208 59999 385275 30683214
120235 R 4.0 53 2 10149 251
 P 442718 60271 385283 30755394
120514 R 3.0 39 1 8723 252
 P 443669 60398 385292 30827574
120799 R 2.0 70 1 2760 253
 P 445246 60670 385302 30900471
121078 R 158.170 41 3 26894 254
 P 446197 60796 385311 30971934
121363 R 2.0 71 1 2428 255
 P 447707 61068 385320 31044114
121642 R 3.0 40 1 8059 256
 P 448657 61197 385328 31116294
121927 R 2.0 72 1 2096 257
 P 450167 61469 385337 31188474
122208 R 110.219 45 3 21799 258
 P 451649 61742 385348 31262939
122489 R 2.0 73 1 1762 259
 P 452840 62014 385357 31332834
122770 R 3.0 41 1 8291 260
 P 453645 62285 385367 31405014
123054 R 4.0 55 2 11176 261
 P 455156 62557 385375 31477194
123334 R 3.0 42 1 7959 262
 P 456107 62683 385384 31549374
123618 R 2.0 74 1 1995 263
 P 457685 62955 385394 31622719
123898 R 5.0 49 2 17354 264
 P 458637 63080 385403 31693734
124182 R 4.0 56 2 10512 265
 P 460148 63352 385412 31765914
124461 R 3.0 43 1 7295 266
 P 461099 63477 385421 31838094
124746 R 2.0 75 1 2227 267
 P 462610 63750 385430 31910274
125025 R 158.170 44 3 38346 268
 P 463481 64021 385441 31984419
125310 R 110.219 47 3 22795 269
 P 464993 64293 385450 32054634
125589 R 5.0 51 2 16357 270
 P 465945 64417 385458 32126814
125874 R 4.0 57 2 11308 271
 P 467457 64688 385467 32198994
126153 R 5.0 52 2 16024 272
 P 468410 64811 385475 32271174
126438 R 2.0 76 1 3023 273
 P 469989 65083 385485 32344455
126720 R 4.0 58 2 11256 274
 P 471405 65355 385494 32415534
127001 R 2.0 77 1 2690 275
 P 472597 65627 385503 32487714
127283 R 4.0 59 2 10924 276
 P 473949 65900 385512 32559894
 P 476302 65900 385521 32632074
127847 R 2.0 78 1 2640 277
 P 477785 66172 385532 32705867
128128 R 110.219 49 3 22580 278
 P 478978 66444 385541 32776434
128411 R 2.0 79 1 2308 279
 P 480331 66716 385550 32848614
 P 482685 66716 385558 32920794
128976 R 4.0 60 2 10824 280
 P 484198 66987 385568 32992974
129257 R 2.0 80 1 2258 281
 P 485682 67259 385578 33066767
129538 R 2.0 81 1 1643 282
 P 486875 67532 385586 33137334
129819 R 3.0 45 1 8172 283
 P 487677 67804 385594 33209514
130103 R 2.0 82 1 1312 284
 P 489190 68076 385603 33281694
130390 R 5.0 53 2 18469 285
 P 491816 68347 385612 33353874
130667 R 2.0 83 1 980 286
 P 493396 68620 385623 33427699
130946 R 3.0 46 1 7508 287
 P 494351 68738 385632 33498234
131231 R 110.219 52 3 21661 288
 P 495865 69010 385641 33570414
131513 R 2.0 84 1 930 289
 P 497283 69281 385650 33642594
131794 R 4.0 62 2 10059 290
 P 498477 69552 385659 33714774
132076 R 2.0 85 1 597 291
 P 499898 69824 385669 33787991
132363 R 158.170 47 3 31834 292
 P 502523 70096 385677 33859134
132642 R 5.0 54 2 18034 293
 P 504316 70367 385686 33931314
132922 R 2.0 86 1 547 294
 P 505734 70639 385694 34003494
133204 R 4.0 63 2 9677 295
 P 506929 70912 385703 34075674
133484 R 3.0 47 1 8253 296
 P 507796 71184 385714 34150203
133774 R 158.170 49 3 30179 297
 P 510580 71456 385722 34220034
134050 R 2.0 87 1 779 298
 P 512133 71594 385731 34292214
134331 R 110.219 54 3 21760 299
 P 513328 71866 385740 34364394
134614 R 110.219 55 3 21084 300
 P 514683 72137 385749 34436574
 P 517106 72137 385759 34510367
135178 R 2.0 88 1 1011 301
 P 518621 72409 385767 34580934
135460 R 2.0 89 1 397 302
 P 520040 72681 385775 34653114
135747 R 3.0 48 1 7828 303
 P 522663 72953 385784 34725294
136023 R 2.0 90 1 64 304
 P 523858 73225 385793 34797474
136304 R 3.0 49 1 6593 305
 P 524724 73497 385804 34871299
136588 R 4.0 64 2 10373 306
 P 526239 73770 385813 34941834
136870 R 2.0 91 1 15 307
 P 527658 74042 385822 35014014
137156 R 158.170 52 3 29633 308
 P 530280 74313 385832 35086194
137435 R 3.0 50 1 6828 309
 P 532070 74584 385841 35158374
137720 R 158.170 53 3 28216 310
 P 534631 74857 385852 35231591
137997 R 2.0 92 1 246 311
 P 535827 75128 385861 35302734
138284 R 3.0 51 1 5886 312
 P 538449 75400 385869 35374914
138565 R 4.0 66 2 8767 313
 P 540992 75541 385877 35447094
 P 543559 75541 385885 35519274
139125 R 2.0 93 1 478 314
 P 545046 75813 385896 35593067
139407 R 110.219 59 3 19937 315
 P 546243 76086 385906 35663634
139689 R 2.0 94 1 146 316
 P 547599 76358 385915 35735814
139976 R 5.0 58 2 16408 317
 P 550220 76630 385923 35807994
140259 R 5.0 59 2 15794 318
 P 553001 76902 385932 35880174
140536 R 110.219 60 3 19149 319
 P 554585 77173 385943 35953999
140817 R 2.0 95 1 378 320
 P 556006 77446 385952 36024534
141097 R 3.0 52 1 6906 321
 P 556803 77717 385961 36096714
141381 R 110.219 61 3 18909 322
 P 558320 77989 385969 36168894
141663 R 2.0 96 1 328 323
 P 559741 78261 385977 36241074
141950 R 5.0 60 2 15693 324
 P 562428 78533 385987 36314291
142228 R 3.0 53 1 6246 325
 P 564216 78805 385995 36385434
142509 R 2.0 97 1 278 326
 P 565573 79077 386004 36457614
 P 567931 79077 386013 36529794
143070 R 158.170 57 3 28429 327
 P 568727 79348 386022 36601974
143355 R 4.0 67 2 9973 328
 P 570312 79620 386033 36675767
143634 R 158.170 58 3 27013 329
 P 571270 79728 386042 36746334
143919 R 4.0 68 2 9641 330
