using saved target 'z1'
../../../../contiki/tools/sky/serialdump-linux -b115200 /dev/ttyUSB2
connecting to /dev/ttyUSB2 (115200) [OK]
 P 199414 6713 280559 21285931
 P 201787 6713 282773 21404247
 P 203174 6713 285354 21526371
 P 205448 6786 285369 21642787
 P 207099 7131 285390 21765072
 P 209112 7333 285395 21884072
 P 210502 7333 287976 22007571
 P 212778 7406 287990 22123987
 P 214169 7679 290571 22248331
 P 216447 7752 290586 22364589
 P 217840 7752 293166 22488931
 P 220118 7825 293181 22605188
 P 221512 7825 295762 22729531
 P 223791 7898 295778 22845788
 P 225186 7898 298359 22970131
 P 227465 7971 298373 23086387
 P 229342 7971 300953 23210731
 P 231002 8044 300974 23328812
 P 233020 8044 303549 23451331
 P 234419 8044 306129 23571471
 P 236699 8117 306144 23687887
 P 239262 8117 308719 23812071
 P 241143 8117 311299 23932371
 P 243024 8117 313880 24052671
 P 244426 8117 316461 24172971
 P 245509 8117 319041 24293271
 P 247793 8190 319056 24409688
 P 249197 8190 321637 24534031
 P 251480 8263 321652 24650287
 P 252885 8263 324233 24774631
 P 255169 8336 324248 24890888
 P 256839 8409 324268 25013172
 P 258862 8524 324274 25132084
 P 260270 8524 326855 25255671
 P 262556 8597 326869 25372088
 P 263965 8597 329450 25496431
 P 266251 8670 329465 25612687
 P 268142 8670 332046 25737031
 P 270429 8743 332061 25853287
 P 271841 8743 334642 25977631
 P 274130 8816 334657 26093888
 P 275543 9088 337238 26218231
 P 277832 9161 337252 26334487
 P 279248 9161 339833 26458831
 P 281652 9161 342032 26577147
 P 283068 9161 344613 26699271
 P 284165 9161 347194 26819571
 P 286455 9234 347209 26935988
 P 287873 9234 349790 27060331
 P 290166 9307 349805 27176589
 P 291586 9307 352385 27300931
 P 293878 9380 352400 27417187
 P 295779 9380 354981 27541531
 P 298129 9380 357561 27661671
 P 300422 9453 357576 27778087
 P 301789 9453 357587 27899804
 P 304083 9526 357601 28018687
 P 306460 9599 358135 28140973
 P 308493 9724 358140 28259894
 P 309919 9724 360720 28383471
 P 312215 9797 360735 28499888
 P 313642 9797 363316 28624231
 P 315940 9870 363331 28740489
 P 317848 9870 365912 28864831
 P 319277 9870 368493 28984971
 P 320387 9870 371073 29105271
 P 322686 9943 371087 29221688
 P 324117 9943 373668 29346031
 P 326415 10016 373683 29462287
 P 327847 10016 376264 29586631
 P 330146 10089 376280 29702888
 P 331849 10162 376299 29823188
 P 333763 10434 378880 29947531
 P 336126 10434 381461 30067671
 P 337242 10434 384042 30187971
 P 339575 10434 386622 30308271
 P 341507 10507 386642 30424687
 P 342945 10507 389223 30549031
 P 345248 10580 389238 30665287
 P 346687 10852 391819 30789631
 P 348990 10925 391833 30905887
 P 350693 10998 391852 31028171
 P 352735 11132 391857 31147103
 P 354178 11132 394438 31270671
 P 356483 11205 394453 31387088
 P 357926 11205 397034 31511431
 P 360232 11278 397049 31627688
 P 361885 11351 397068 31747988
 P 363810 11623 399649 31872331
 P 366020 11623 402230 31992471
 P 366983 11623 404810 32112771
 P 369291 11696 404825 32229187
 P 371055 11696 407406 32353531
 P 373268 11696 409986 32473671
 P 374233 11696 412567 32593971
 P 376541 11769 412582 32710387
 P 378308 11769 415162 32834731
 P 379595 11769 417743 32954871
 P 381811 11769 420324 33075171
 P 382780 11769 422904 33195471
 P 384877 11769 422915 33313144
 P 387270 11769 425289 33436071
 P 388849 12040 427871 33556371
 P 391512 12113 427886 33672787
 P 393284 12113 430467 33797131
 P 394577 12113 433048 33917271
 P 396798 12113 435629 34037571
 P 397716 12113 435640 34155244
 P 399875 12113 438221 34278171
 P 402066 12113 440802 34398472
 P 403650 12113 443383 34518771
 P 406316 12186 443398 34635188
 P 408094 12186 445978 34759531
 P 409396 12186 445989 34877105
 P 411623 12186 448570 34999971
 P 412547 12186 448580 35117644
 P 414711 12186 451161 35240571
 P 416908 12186 453742 35360872
 P 418498 12186 456322 35481171
 P 421168 12259 456337 35597588
 P 423114 12368 458918 35721931
 P 424418 12368 461498 35842071
 P 426650 12368 464079 35962371
 P 427635 12368 466660 36082671
 P 429805 12368 469240 36202971
 P 432007 12368 471821 36323271
 P 433602 12368 474402 36443571
 P 436274 12441 474417 36559988
 P 438223 12552 476998 36684331
 P 439532 12552 479579 36804471
 P 441770 12552 482159 36924771
 P 442704 12552 482170 37042444
 P 444911 12552 484751 37165371
 P 446511 12552 487331 37285671
 P 449186 12625 487346 37402087
 P 451138 12738 489927 37526431
 P 452452 12738 492507 37646571
 P 454246 12738 495088 37766871
 P 455561 12738 497669 37887171
 P 457805 12738 500250 38007471
 P 458801 12738 502831 38127771
 P 460982 12738 505412 38248071
 P 463196 12738 507993 38368371
 P 464803 12738 510574 38488671
 P 467482 12811 510588 38605087
 P 469282 12811 513169 38729431
 P 471531 12811 515749 38849571
 P 472476 12811 515760 38967244
 P 474662 12811 518341 39090171
 P 476881 12811 520921 39210471
 P 478492 12811 523502 39330772
 P 481174 12884 523517 39447188
 P 482980 13157 526099 39571531
 P 484789 13157 526111 39689105
 P 486116 13157 528692 39811971
 P 487867 13157 528702 39929644
 P 489194 13157 531283 40052571
 P 491002 13157 533864 40172872
 P 492331 13429 536445 40293171
 P 493340 13429 539026 40413471
 P 495534 13429 541607 40533771
 P 497761 13429 544189 40654071
 P 499380 13429 546770 40774371
 P 502069 13502 546784 40890790
 P 503882 13502 549364 41015131
 P 505215 13502 551945 41135271
 P 507550 13575 551960 41251687
 P 509365 13575 554540 41376031
 P 510700 13575 557121 41496171
 P 512516 13575 559702 41616471
 P 513853 13575 562283 41736771
 P 515670 13575 564864 41857071
 P 517008 13575 567445 41977371
 P 518027 13846 570027 42097671
 P 520230 13846 572608 42217971
 P 522466 13846 575189 42338271
 P 524166 13846 575203 42456075
 P 526857 13919 575218 42574987
 P 528679 13919 577799 42699331
 P 530022 13919 580380 42819471
 P 532238 13919 580390 42937144
 P 533262 13919 582971 43060071
 P 535544 13919 582986 43177878
 P 538024 13919 585328 43300671
 P 539662 14191 585339 43418405
 P 542357 14264 585354 43537388
 P 544185 14264 587934 43661731
 P 545533 14264 590515 43781871
 P 547810 14264 593096 43902171
 P 548840 14264 595676 44022471
 P 551130 14264 595691 44140281
 P 553618 14264 598031 44263071
 P 555262 14536 598042 44380805
 P 557959 14609 598057 44499788
 P 559792 14609 600638 44624131
 P 562074 14609 603218 44744271
 P 563108 14609 605799 44864571
 P 565327 14609 608380 44984871
 P 567848 14682 608398 45101288
 P 569823 14815 610979 45225631
 P 571180 14815 613560 45345771
 P 573466 14815 616141 45466071
 P 574504 14815 618722 45586371
 P 576808 14815 618736 45704186
 P 579310 14815 621071 45826972
 P 580958 14815 623652 45947271
 P 583660 14888 623667 46063687
 P 585638 15025 626248 46188031
 P 587004 15025 626259 46305605
 P 588047 15025 628840 46428471
 P 590275 15025 631421 46548771
 P 592627 15098 631436 46665188
 P 594472 15098 634017 46789531
 P 596318 15098 636598 46909671
 P 599025 15171 636613 47026089
 P 600872 15444 639194 47150431
 P 603168 15444 641775 47270571
 P 604218 15444 644355 47390871
 P 606572 15517 644370 47507287
 P 608422 15517 646952 47631631
 P 610273 15517 649532 47751771
 P 611906 15590 649552 47870011
 P 614206 15863 652133 47991539
 P 615259 15863 654713 48112671
 P 617496 15863 657294 48232971
 P 619766 15863 659875 48353271
 P 621691 15936 659894 48471511
 P 624139 15936 662469 48594031
 P 626259 16009 662490 48712114
 P 627636 16009 665070 48833639
 P 629941 16009 667651 48954771
 P 630999 16009 670232 49075071
 P 633359 16082 670246 49191487
 P 634738 16354 672827 49315831
 P 637046 16354 675408 49435971
 P 638107 16354 677989 49556271
 P 640468 16427 678004 49672687
 P 642553 16427 681564 49797031
 P 644808 16427 681575 49914544
 P 645871 16427 684156 50037471
 P 648234 16500 684171 50153888
 P 650321 16500 687732 50278231
 P 652636 16500 690312 50398371
 P 653703 16500 692892 50518671
 P 656067 16573 692907 50635087
 P 658155 16573 696470 50759431
 P 660470 16573 699052 50879571
 P 661539 16573 701633 50999871
 P 663409 16573 704213 51120171
 P 664897 16573 704228 51238003
 P 666232 16573 706545 51360771
 P 668600 16646 706559 51477188
 P 669936 16918 706570 51598904
 P 672303 16991 706585 51717788
 P 673697 16991 709165 51842131
 P 676065 17064 709181 51958388
 P 677729 17137 709200 52078688
 P 679605 17409 711781 52203031
 P 681929 17409 714362 52323171
 P 683006 17409 716943 52443471
 P 685300 17409 719523 52563771
 P 687089 17409 719538 52681608
 P 688968 17409 722119 52804371
 P 690630 17754 722140 52922611
 P 691710 18026 724721 53044139
 P 694085 18099 724736 53161390
 P 695967 18099 727316 53285731
 P 698297 18099 729897 53405871
 P 699380 18099 732478 53526171
 P 701648 18099 735058 53646471
 P 704054 18099 735073 53764311
 P 706009 18172 735093 53885011
 P 708122 18172 737668 54007531
 P 709530 18172 740248 54127671
 P 711905 18244 740263 54244087
 P 713313 18517 742844 54368431
 P 715689 18589 742859 54484685
 P 717098 18589 745440 54609031
 P 719477 18662 745454 54725289
 P 720888 18934 748034 54849631
 P 723266 19007 748048 54965887
 P 724678 19007 750629 55090231
 P 727057 19080 750644 55206488
 P 728470 19080 753225 55330831
 P 730849 19153 753240 55447087
 P 730916 19153 759202 55571271
 P 732811 19153 761783 55691571
 P 735155 19153 764364 55811871
 P 736252 19153 766944 55932171
 P 738678 19153 766959 56050018
 P 740646 19226 766979 56170712
 P 743119 19226 769554 56293231
 P 745018 19226 772135 56413371
 P 747366 19226 774716 56533671
 P 748583 19226 774729 56651520
 P 751163 19299 774749 56772212
 P 752873 19299 777330 56893739
 P 754296 19299 779910 57014871
 P 756647 19299 782491 57135171
 P 757751 19299 785072 57255471
 P 760137 19372 785088 57371888
 P 761562 19645 787670 57496231
 P 763948 19717 787684 57612485
 P 765375 19717 790264 57736831
 P 767730 19717 792845 57856971
 P 768838 19717 795426 57977271
 P 771131 19717 798007 58097572
 P 773577 19717 798022 58215425
 P 775558 19790 798042 58336112
 P 778036 19790 800618 58458631
 P 779947 19790 803199 58578771
 P 781647 19862 803218 58695185
 P 783560 19862 805800 58819531
 P 784995 19862 808380 58939671
 P 787357 19862 810961 59059971
 P 788472 19862 813542 59180271
 P 790896 19862 813555 59298128
 P 793288 19935 813571 59416989
 P 794725 19935 816152 59541331
 P 797117 20007 816167 59657585
 P 798555 20007 818748 59781931
 P 800948 20079 818763 59898186
 P 802388 20079 821343 60022531
 P 804782 20151 821356 60138786
 P 806223 20423 823937 60263131
 P 808617 20495 823951 60379386
 P 810060 20495 826532 60503731
 P 812455 20567 826547 60619985
 P 813843 20567 826557 60741704
 P 816240 20639 826571 60860588
 P 817522 20639 829152 60984931
 P 819919 20711 829167 61101186
 P 821206 20711 829178 61222965
 P 823603 20783 829193 61341785
 P 824888 20783 831773 61466131
 P 827287 20855 831788 61582387
 P 828573 20855 834369 61706731
 P 830972 20927 834383 61822985
 P 832259 20927 836964 61947331
 P 834659 20999 836980 62063586
 P 835948 20999 839560 62187931
 P 838349 21071 839575 62304187
 P 839639 21343 842156 62428531
 P 842040 21415 842172 62544786
 P 843333 21415 844752 62669131
 P 845735 21487 844766 62785385
 P 847028 21487 847347 62909731
 P 849430 21559 847362 63025987
 P 850724 21559 849943 63150331
 P 853127 21631 849957 63266585
 P 854422 21631 852538 63390931
 P 856826 21703 852552 63507185
 P 858331 21776 852572 63627488
 P 860109 21776 855152 63751831
 P 862335 21776 857733 63871971
 P 863314 21776 860314 63992271
 P 865717 21848 860333 64108686
 P 867497 21848 862914 64233031
 P 869726 21848 865495 64353172
 P 870708 21848 868075 64473471
 P 873113 21921 868095 64589887
 P 874896 22194 870676 64714231
 P 876200 22194 873256 64834371
 P 878608 22267 873271 64950787
 P 879913 22267 875852 65075131
 P 882147 22267 878432 65195271
 P 883133 22267 881013 65315571
 P 885572 22340 881032 65431988
 P 887360 22340 883612 65556331
 P 888668 22340 886193 65676471
 P 890905 22340 888774 65796771
 P 891895 22340 891354 65917071
 P 894276 22413 891374 66033487
 P 896067 22685 893955 66157831
 P 898307 22685 896535 66277971
 P 899299 22685 899116 66398271
 P 901299 22758 899136 66514687
 P 903093 22758 901717 66639031
 P 905335 22758 904298 66759171
 P 906330 22758 906879 66879471
 P 908750 22831 906898 66995888
 P 910546 22831 909479 67120231
 P 912791 22831 912060 67240371
 P 913789 22831 914640 67360671
 P 915587 22831 917221 67480971
 P 917056 22831 917236 67598855
 P 918318 22904 917256 67719511
 P 920590 22904 917269 67838559
 P 922807 22904 919850 67962171
 P 924609 22904 922431 68082471
 P 925932 22904 925011 68202771
 P 927088 22904 925025 68320657
 P 929539 22977 925045 68441312
 P 931241 22977 925059 68560362
 P 933661 23050 925074 68680087
 P 934987 23322 927655 68804431
 P 937409 23395 927669 68920688
 P 938737 23395 930250 69045031
 P 941158 23468 930265 69161287
 P 942491 23741 930276 69283065
 P 944913 23814 930291 69401888
 P 946243 23814 932872 69526231
 P 948666 23886 932887 69642487
 P 949997 24158 935468 69766831
 P 952423 24231 935483 69883088
 P 953756 24231 938063 70007431
 P 956181 24304 938078 70123688
 P 957515 24576 940659 70248031
 P 959940 24649 940674 70364287
 P 961275 24649 943255 70488631
 P 963702 24722 943270 70604888
 P 965301 24795 943291 70727171
 P 967424 24795 943296 70845927
 P 968762 24795 945877 70969671
 P 971190 24868 945892 71086088
 P 973009 24868 948473 71210431
 P 974349 24868 951054 71330571
 P 975370 24868 953635 71450871
 P 977575 24868 956216 71571171
 P 979368 24868 956231 71689068
 P 981798 24941 956245 71807887
 P 983141 25213 958827 71932231
 P 985413 25213 961408 72052371
 P 987830 25286 961428 72168788
 P 989656 25286 964008 72293131
 P 991930 25286 966589 72413271
 P 992957 25286 969170 72533571
 P 994785 25286 971750 72653871
 P 996132 25286 974332 72774171
 P 998566 25359 974347 72890588
 P 999916 25359 976927 73014931
 P 1002351 25432 976941 73131188
 P 1003702 25432 979522 73255531
 P 1005982 25432 982102 73375671
 P 1007015 25432 984683 73495971
 P 1009264 25432 987264 73616271
 P 1011076 25432 987277 73734174
 P 1013864 25505 987292 73852987
 P 1015699 25505 989873 73977331
 P 1017983 25505 992453 74097471
 P 1019019 25505 995034 74217771
 P 1021809 25578 995048 74334187
 P 1023647 25578 997628 74458531
 P 1025748 25651 997648 74576612
 P 1027216 25923 997662 74695681
 P 1029056 25923 1000242 74819271
 P 1030416 25923 1002823 74939571
 P 1033208 25996 1002837 75055987
 P 1035050 26268 1005419 75180331
 P 1037340 26268 1008000 75300471
 P 1038383 26268 1010581 75420771
 P 1040227 26268 1013162 75541071
 P 1041767 26268 1013177 75658981
 P 1043075 26341 1013197 75779612
 P 1045255 26341 1015773 75902131
 P 1046621 26341 1018354 76022271
 P 1049065 26414 1018369 76138687
 P 1050913 26414 1020950 76263031
 P 1053210 26414 1023530 76383171
 P 1054259 26414 1026111 76503471
 P 1056525 26414 1028692 76623771
 P 1058364 26414 1028705 76741684
 P 1061162 26487 1028720 76860488
 P 1063018 26760 1028731 76982265
 P 1065816 26833 1028746 77101087
 P 1067669 26833 1031327 77225431
 P 1069971 26833 1033908 77345571
 P 1071026 26833 1036488 77465871
 P 1073297 26833 1039069 77586171
 P 1075143 26833 1039084 77704087
 P 1077945 26906 1039099 77822889
 P 1079802 26906 1041680 77947231
 P 1081180 26906 1044261 78067371
 P 1082239 26906 1046841 78187671
 P 1084482 26906 1049422 78307971
 P 1086335 26906 1049436 78425889
 P 1088786 26979 1049450 78544687
