using saved target 'z1'
../../../../contiki/tools/sky/serialdump-linux -b115200 /dev/ttyUSB1
connecting to /dev/ttyUSB1 (115200) [OK]
 P 258542 13169 213898 25378558
 P 260074 13242 213913 25495903
 P 262090 13401 213925 25615533
 P 264102 13474 213940 25736502
 P 266118 13905 213951 25856131
 P 267650 13978 213966 25977102
 P 269666 14137 213977 26096731
 P 271200 14210 213992 26217703
 P 273222 14210 216572 26340062
 P 274756 14283 216586 26458303
 P 276772 14283 219167 26580342
 P 278307 14356 219182 26698903
 P 279523 14429 219196 26819107
 P 281483 14429 219206 26938775
 P 283019 14502 219221 27059803
 P 285035 14932 219232 27179429
 P 286571 15005 219246 27300402
 P 288587 15159 219256 27420026
 P 290603 15232 219271 27541002
 P 293070 15305 219285 27661208
 P 295030 15576 219297 27780875
 P 296568 15649 219312 27901903
 P 298584 16072 219323 28021524
 P 299865 16072 219329 28141996
 P 302143 16145 219348 28262706
 P 303682 16218 219363 28382783
 P 305698 16490 221944 28506358
 P 307238 16563 221959 28623703
 P 309254 16715 221969 28743324
 P 311274 16788 221983 28864302
 P 312814 16861 221997 28984506
 P 314034 16934 222012 29104582
 P 316050 17206 224593 29228158
 P 317592 17279 224607 29345503
 P 319608 17698 224618 29465119
 P 321149 17771 224633 29586103
 P 323357 17771 227208 29708366
 P 324637 17771 229784 29828762
 P 326660 17844 229799 29947003
 P 329132 17917 229813 30067207
 P 330356 17990 229827 30187283
 P 332795 18063 229842 30307744
 P 334364 18063 232418 30431158
 P 335908 18136 232432 30548502
 P 337925 18279 232443 30668116
 P 339470 18351 232458 30789101
 P 341486 18494 232468 30908715
 P 342713 18494 232474 31029135
 P 344990 18567 232494 31149906
 P 346537 18640 232508 31269982
 P 348552 18912 235090 31393558
 P 350099 18985 235105 31510903
 P 352114 19128 235116 31630515
 P 353399 19128 237691 31753562
 P 355426 19201 237706 31871803
 P 357737 19274 237721 31992006
 P 358801 19347 237735 32112082
 P 360760 19619 237747 32233031
 P 362625 19692 237762 32353003
 P 364938 19765 237777 32473207
 P 366004 19838 237792 32593284
 P 368025 19838 240372 32715962
 P 369890 19911 240387 32834202
 P 371276 19984 240401 32954406
 P 373591 20057 240416 33074483
 P 374658 20130 240431 33194943
 P 376909 20203 240446 33316299
 P 378930 20203 243021 33439074
 P 380606 20276 243036 33556002
 P 382973 20683 243047 33675606
 P 384842 20756 243061 33796603
 P 386232 20829 243076 33916808
 P 388549 20902 243091 34036883
 P 389618 20975 243106 34157343
 P 391838 20975 245452 34280758
 P 394123 21048 245467 34398102
 P 395800 21121 245482 34518306
 P 398111 21393 245493 34637975
 P 399983 21466 245508 34759003
 P 401375 21539 245522 34879207
 P 403694 21612 245536 34999283
 P 404766 21685 245551 35119743
 P 406985 21685 247901 35243158
 P 409273 21758 247916 35360503
 P 410955 21831 247930 35480708
 P 413266 22103 247941 35600375
 P 415138 22176 247956 35721403
 P 416531 22249 247970 35841606
 P 418852 22322 247986 35961682
 P 419926 22395 248001 36082142
 P 422145 22395 250353 36205558
 P 424436 22468 250368 36322903
 P 426119 22541 250383 36443107
 P 428430 22813 250394 36562775
 P 430305 22886 250408 36683802
 P 431700 22959 250424 36804007
 P 434025 23032 250439 36924084
 P 435102 23105 250453 37044543
 P 437352 23105 252809 37167958
 P 439036 23178 252824 37285303
 P 441403 23300 252836 37404894
 P 443280 23373 252850 37525902
 P 444678 23446 252865 37646107
 P 446556 23519 252880 37766183
 P 447956 23592 252894 37886644
 P 450238 23592 255252 38010058
 P 451316 23665 255267 38127403
 P 453579 23738 255281 38247607
 P 455874 23811 255295 38367682
 P 457562 23884 255310 38488143
 P 459929 24157 257891 38611974
 P 461810 24230 257905 38728903
 P 464138 24303 257920 38849107
 P 465218 24376 257935 38969182
 P 467483 24449 257949 39089642
 P 469732 24449 260311 39213058
 P 471422 24522 260326 39330403
 P 473789 24911 260337 39449989
 P 475671 24984 260352 39571003
 P 477553 25057 260367 39691207
 P 478955 25130 260382 39811282
 P 480838 25203 260396 39931742
 P 482190 25203 262761 40055158
 P 484074 25276 262776 40172503
 P 485479 25349 262790 40292707
 P 486563 25422 262805 40412783
 P 488831 25494 262820 40533242
 P 491078 25494 265187 40656658
 P 492773 25567 265201 40774004
 P 495140 25953 265212 40893586
 P 497027 26026 265227 41014603
 P 498434 26099 265242 41134807
 P 500449 26371 267823 41257102
 P 502335 26444 267838 41375502
 P 503742 26517 267852 41495706
 P 505630 26590 267867 41615784
 P 507038 26663 267882 41736243
 P 508868 26663 270253 41859658
 P 510278 26736 270267 41977004
 P 511366 26809 270282 42097206
 P 513638 26882 270297 42217282
 P 515944 26955 270311 42337743
 P 517642 27028 270326 42459099
 P 519953 27299 270337 42577487
 P 521842 27372 270353 42698803
 P 523252 27445 270367 42819006
 P 525590 27518 270382 42939082
 P 526680 27590 270396 43059540
 P 528956 27663 270410 43180899
 P 531001 27663 272986 43303674
 P 532701 27736 273001 43420603
 P 535069 28111 273012 43540176
 P 536961 28184 273026 43661202
 P 538373 28257 273041 43781406
 P 540714 28330 273056 43901483
 P 541808 28403 273070 44021943
 P 544086 28476 273085 44143299
 P 546133 28476 275661 44266074
 P 547835 28549 275675 44383002
 P 550147 28549 278255 44505362
 P 552041 28622 278270 44623602
 P 554385 28695 278285 44743808
 P 555481 28768 278299 44863883
 P 557761 28841 278314 44984343
 P 559811 28841 280890 45107758
 P 561707 28914 280904 45225102
 P 563123 28987 280919 45345306
 P 565468 29060 280934 45465383
 P 566567 29133 280948 45585844
 P 568849 29206 280962 45707199
 P 570900 29206 283538 45829974
 P 572605 29279 283553 45946902
 P 574971 29646 283566 46066467
 P 576870 29719 283581 46187503
 P 578290 29792 283596 46307708
 P 579390 29865 283610 46427783
 P 581673 29938 283625 46548243
 P 583687 30210 286206 46672074
 P 585586 30283 286221 46789002
 P 587486 30356 286235 46909206
 P 589856 30356 286246 47028936
 P 591757 30429 286261 47149903
 P 594107 30502 286275 47270107
 P 595208 30575 286290 47390183
 P 597223 30847 288870 47513758
 P 599125 30920 288884 47631102
 P 601027 30993 288898 47751306
 P 602131 30993 288904 47870815
 P 604470 30993 291229 47994062
 P 605575 31066 291243 48112304
 P 607862 31139 291258 48232506
 P 610181 31212 291273 48352582
 P 611575 31212 291278 48472475
 P 614204 31285 291298 48593407
 P 615850 31285 291304 48712976
 P 617259 31285 293633 48836162
 P 619612 31358 293647 48954403
 P 620718 31431 293662 49074608
 P 622732 31431 296243 49196902
 P 624159 31504 296257 49315303
 P 626515 31577 296272 49435508
 P 627622 31650 296287 49555583
 P 629636 31650 298868 49679158
 P 631543 31723 298882 49796502
 P 633898 31796 298897 49916706
 P 635005 31869 298912 50036782
 P 637019 31869 301493 50160358
 P 638928 31942 301508 50277703
 P 641285 32015 301523 50397907
 P 642394 32088 301537 50517983
 P 644409 32088 304118 50641558
 P 646318 32161 304133 50758902
 P 648676 32234 304148 50879107
 P 649787 32307 304163 50999183
 P 651698 32380 304178 51119643
 P 653128 32453 304193 51240999
 P 653977 32453 306768 51363774
 P 655991 32453 309349 51482666
 P 657423 32526 309364 51601003
 P 659437 32604 309375 51720550
 P 660870 32677 309389 51841603
 P 662884 32754 309400 51961149
 P 664056 32754 311975 52084262
 P 665969 32827 311989 52202502
 P 668330 32900 312004 52322706
 P 669444 32973 312020 52442784
 P 671775 33046 312034 52563243
 P 673498 33119 312049 52684599
 P 675150 33119 314625 52807374
 P 676267 33119 314630 52923735
 P 677354 33119 316971 53046662
 P 679368 33119 319552 53166866
 P 681284 33192 319567 53285203
 P 683649 33265 319581 53405407
 P 684766 33338 319596 53525483
 P 687067 33411 319611 53645943
 P 689400 33484 319625 53767298
 P 690823 33484 319631 53887463
 P 693100 33829 319651 54006907
 P 694538 33902 319666 54126983
 P 696552 33902 322247 54250558
 P 697990 33975 322262 54367904
 P 700004 33975 324843 54489942
 P 701443 34048 324857 54608502
 P 703457 34117 324868 54728041
 P 704897 34190 324883 54849103
 P 706855 34190 324894 54968515
 P 708296 34263 324908 55089703
 P 710311 34601 324919 55209239
 P 711751 34674 324934 55330302
 P 713765 34739 324945 55449837
 P 714095 34812 328346 55570903
 P 716018 34885 328361 55691108
 P 718390 34958 328375 55811184
 P 719512 35031 328389 55931643
 P 721851 35104 328404 56052998
 P 723323 35104 328410 56173208
 P 725952 35450 328430 56292607
 P 727876 35523 328445 56412683
 P 730248 35596 328460 56533143
 P 731372 35669 328476 56654500
 P 733454 35669 328482 56774708
 P 735146 35669 330836 56896262
 P 736590 35742 330851 57014502
 P 738964 35815 330865 57134707
 P 740090 35888 330880 57254783
 P 742104 35888 333460 57378358
 P 743550 35961 333474 57495703
 P 745564 35961 336054 57617742
 P 747011 36034 336069 57736303
 P 749387 36107 336083 57856507
 P 750516 36180 336098 57976583
 P 752828 36253 336113 58097043
 P 755171 36326 336130 58218400
 P 756589 36326 336135 58338547
 P 759162 36399 336154 58458102
 P 761090 36472 336169 58578306
 P 762277 36472 338744 58700442
 P 764209 36545 338759 58819005
 P 765659 36618 338774 58939207
 P 768037 36691 338788 59059283
 P 769167 36764 338802 59179742
 P 771481 36837 338817 59301098
 P 773494 37291 338829 59419726
 P 774946 37364 338843 59540803
 P 776959 37364 341424 59662842
 P 778410 37437 341440 59781403
 P 780425 37437 344020 59903442
 P 781877 37510 344034 60022002
 P 783890 37510 346615 60144042
 P 785343 37583 346630 60262603
 P 787356 37583 349211 60384642
 P 788810 37656 349227 60503204
 P 790823 37928 351808 60625242
 P 792277 38001 351822 60743802
 P 794290 38001 354403 60865842
 P 795582 38074 354418 60984403
 P 797595 38347 356999 61106442
 P 798888 38420 357013 61225003
 P 800901 38420 359594 61347042
 P 802193 38493 359609 61465603
 P 804206 38765 362190 61587642
 P 805499 38838 362205 61706202
 P 807512 38838 364786 61828242
 P 808808 38911 364800 61946804
 P 810821 39183 367381 62068842
 P 812115 39256 367396 62187403
 P 814128 39256 369977 62309442
 P 815424 39329 369991 62428003
 P 817437 39601 372572 62550042
 P 818733 39674 372587 62668603
 P 820746 39674 375168 62790642
 P 822042 39747 375184 62909203
 P 824055 39747 377766 63031242
 P 825351 39820 377781 63149802
 P 827364 39820 380362 63271842
 P 828662 39893 380377 63390403
 P 830675 39893 382958 63512442
 P 831712 39893 385533 63633062
 P 833490 39966 385548 63751303
 P 835716 40039 385563 63871506
 P 836695 40112 385577 63991582
 P 838628 40112 388152 64114102
 P 840408 40185 388167 64232503
 P 842636 40258 388182 64352707
 P 843616 40331 388197 64472783
 P 845550 40331 390773 64595302
 P 847330 40404 390788 64713702
 P 848631 40477 390802 64833906
 P 850644 40750 393383 64956202
 P 851947 40823 393398 65074604
 P 854177 40896 393413 65194807
 P 855159 40969 393427 65314882
 P 857063 40969 396003 65437402
 P 858846 41042 396018 65555803
 P 860150 41115 396032 65676007
 P 862382 41188 396047 65796083
 P 863366 41261 396062 65916543
 P 865272 41261 398637 66039958
 P 867056 41334 398652 66157302
 P 869288 41407 398667 66277506
 P 870274 41479 398680 66397580
 P 871798 41479 401256 66520102
 P 873584 41552 401272 66638504
 P 875818 41625 401287 66758707
 P 876804 41698 401301 66878782
 P 878744 41698 403877 67001302
 P 880531 41771 403892 67119703
 P 882766 41844 403907 67239907
 P 883754 41917 403921 67359983
 P 885542 41990 403936 67480443
 P 886849 42063 403951 67601799
 P 887519 42063 403956 67721947
 P 889691 42136 403971 67841502
 P 891895 42209 403986 67961706
 P 893686 42282 404000 68081783
 P 894996 42355 404015 68202243
 P 895986 42428 404030 68323599
 P 897841 42428 404036 68443747
 P 899439 42501 404052 68563302
 P 901452 42773 406633 68685342
 P 902763 42846 406648 68803903
 P 904776 42846 409229 68925942
 P 906088 42919 409244 69044503
 P 908101 42919 411826 69166542
 P 909413 42991 411839 69285100
 P 911426 42991 414420 69407142
 P 912738 43064 414435 69525702
 P 914751 43064 417015 69647742
 P 916065 43137 417030 69766304
 P 918078 43137 419610 69888342
 P 919391 43210 419625 70006903
 P 921404 43481 422206 70128942
 P 922719 43554 422221 70247503
 P 924732 43554 424801 70369542
 P 926047 43627 424816 70488103
 P 928061 43899 427398 70610142
 P 929058 43899 427404 70728135
 P 931333 43972 427423 70848906
 P 932649 44045 427437 70968982
 P 934662 44318 430018 71092558
 P 936461 44391 430033 71209904
 P 937779 44464 430047 71330107
 P 938777 44537 430061 71450183
 P 940958 44610 430076 71570642
 P 942563 44683 430092 71691998
 P 944791 44881 430103 71810585
 P 946110 44954 430118 71931703
 P 948357 45027 430133 72051907
 P 950278 45027 432708 72174042
 P 952077 45100 432723 72292603
 P 954325 45173 432738 72412806
 P 956386 45173 433990 72534942
 P 958186 45246 434004 72653502
 P 959508 45319 434019 72773708
 P 961521 45591 436600 72896002
 P 962844 45664 436614 73014403
 P 964817 45664 436624 73133832
 P 966139 45737 436639 73255003
 P 968389 45809 436653 73375204
 P 969392 45882 436667 73495283
 P 971611 45955 436682 73615743
 P 973222 46028 436697 73737099
 P 975586 46435 436709 73855679
 P 977389 46508 436724 73976802
 P 979640 46581 436739 74097006
 P 980645 46654 436753 74217082
 P 983011 46926 439333 74340658
 P 985711 46926 440751 74460062
 P 987257 46926 440757 74577796
 P 988582 46999 440771 74698602
 P 990387 47072 440786 74818806
 P 991712 47145 440801 74938882
 P 994076 47145 443382 75062458
 P 995883 47218 443397 75179803
 P 998138 47291 443413 75300008
 P 999147 47364 443427 75420084
 P 1000954 47437 443441 75540542
 P 1002282 47510 443456 75661899
 P 1003027 47703 443463 75782297
 P 1005303 47776 443483 75901508
 P 1006633 47849 443498 76021584
 P 1008645 48121 446079 76145158
 P 1010454 48194 446093 76262503
 P 1012711 48267 446108 76382706
 P 1013720 48340 446123 76502782
 P 1015946 48413 446138 76623243
 P 1017565 48486 446152 76744599
 P 1019929 48884 446163 76863170
 P 1021739 48957 446178 76984303
 P 1024047 48957 446189 77103715
 P 1025858 49030 446204 77224902
 P 1028119 49103 446219 77345108
 P 1029131 49176 446234 77465183
 P 1031360 49249 446248 77585643
 P 1032980 49322 446264 77706999
 P 1035344 49718 446275 77825568
 P 1037158 49791 446289 77946703
 P 1038491 49864 446304 78066906
 P 1039505 49937 446319 78186983
 P 1041705 50010 446333 78307443
 P 1043328 50083 446347 78428799
 P 1045570 50202 447331 78547364
