using saved target 'z1'
../../../../contiki/tools/sky/serialdump-linux -b115200 /dev/ttyUSB1
connecting to /dev/ttyUSB1 (115200) [OK]
 P 435627 27198 259798 36617514
 P 437020 27271 259812 36738640
 P 439038 27663 259823 36858230
 P 440432 27736 259838 36979241
 P 442450 28128 259849 37098830
 P 443845 28201 259864 37219841
 P 445863 28591 259875 37339428
 P 447257 28664 259890 37460441
 P 449275 29054 259901 37580029
 P 450672 29127 259916 37701042
 P 452690 29244 259927 37820627
 P 454087 29317 259941 37941641
 P 456105 29434 259953 38061228
 P 457502 29507 259968 38182241
 P 459524 29779 259979 38301714
 P 461143 29779 259984 38422334
 P 463468 29852 259999 38543140
 P 465486 29966 260010 38662724
 P 466885 30039 260024 38783741
 P 468903 30425 260035 38903324
 P 470782 30498 260050 39024341
 P 473109 30571 260065 39144545
 P 474188 30644 260079 39264621
 P 476483 30717 260094 39385080
 P 478116 30717 262462 39508496
 P 479996 30790 262476 39625840
 P 481397 30863 262491 39746045
 P 482478 30936 262506 39866121
 P 484743 31009 262521 39986581
 P 486984 31009 264890 40109996
 P 488674 31082 264905 40227340
 P 491045 31463 264916 40346919
 P 492927 31536 264930 40467940
 P 494330 31609 264945 40588145
 P 496661 31682 264960 40708221
 P 497744 31755 264975 40828681
 P 500115 32026 267556 40952512
 P 501998 32099 267571 41069441
 P 503401 32172 267586 41189644
 P 505475 32172 267591 41309214
 P 506301 32172 267597 41429834
 P 508583 32517 267617 41550545
 P 509988 32590 267632 41670621
 P 512322 32663 267646 41791081
 P 513407 32736 267661 41912437
 P 515414 32736 270237 42035212
 P 517716 32809 270251 42152140
 P 519410 32881 270266 42272342
 P 521782 33152 272847 42394640
 P 523669 33225 272862 42513041
 P 525077 33298 272876 42633245
 P 527412 33371 272891 42753321
 P 528500 33444 272906 42873781
 P 530772 33517 272920 42995136
 P 532814 33517 275496 43117912
 P 534511 33590 275511 43234841
 P 536905 33590 278087 43357104
 P 538794 33663 278101 43475441
 P 540203 33736 278116 43595645
 P 542540 33809 278131 43715720
 P 543630 33882 278145 43836180
 P 545904 33955 278160 43957536
 P 547867 34226 278171 44075925
 P 549758 34299 278186 44197240
 P 551170 34372 278200 44317445
 P 552732 34372 278204 44436324
 P 554143 34445 278219 44557819
 P 555706 34445 278222 44676924
 P 556789 34445 278226 44797224
 P 558809 34716 280808 44921996
 P 560222 34789 280823 45039341
 P 562564 34862 280837 45159545
 P 563657 34935 280852 45279621
 P 565609 34935 282062 45398724
 P 567503 35008 282076 45521435
 P 569517 35008 282080 45639324
 P 570349 35008 284656 45764512
 P 572244 35081 284671 45881441
 P 573330 35081 284674 46000224
 P 574425 35154 284689 46121945
 P 576444 35425 287270 46244240
 P 577860 35498 287284 46362640
 P 580205 35571 287299 46482846
 P 581304 35644 287314 46602923
 P 583255 35644 287318 46722024
 P 585239 35644 287321 46842324
 P 586944 35717 287336 46963980
 P 589314 35988 289919 47087812
 P 591212 36061 289933 47204740
 P 592368 36061 292508 47327004
 P 593787 36134 292523 47445341
 P 595805 36492 292535 47564896
 P 597224 36565 292550 47685941
 P 599571 36638 292565 47806144
 P 600670 36711 292580 47926220
 P 602625 36711 292583 48045324
 P 604942 36784 292597 48166980
 P 606321 36784 292601 48285924
 P 608865 37056 292616 48408720
 P 610769 37129 292630 48528043
 P 612190 37202 292645 48648244
 P 614540 37275 292660 48768319
 P 615313 37275 292663 48887424
 P 617600 37348 292677 49009080
 P 619589 37348 292681 49128024
 P 621959 37620 295262 49253212
 P 623862 37693 295276 49370140
 P 625287 37766 295291 49490346
 P 627305 38039 297872 49612640
 P 628730 38112 297886 49731041
 P 630748 38461 297897 49850587
 P 632653 38534 297912 49971641
 P 634557 38607 297927 50091845
 P 635982 38680 297941 50211920
 P 638336 38753 297956 50332379
 P 639352 38753 300359 50455796
 P 641643 38826 300373 50573140
 P 643636 38826 300376 50691924
 P 645350 38899 300392 50813645
 P 648047 38899 300396 50932524
 P 650679 39244 300416 51054180
 P 652586 39317 300431 51175536
 P 653684 39317 300435 51293424
 P 655777 39317 303011 51418612
 P 656886 39390 303025 51535540
 P 659178 39463 303040 51655745
 P 661173 39463 303045 51774624
 P 662561 39463 303048 51894924
 P 665591 39536 303063 52016420
 P 667961 39808 305644 52139996
 P 669872 39880 305658 52257339
 P 671302 39953 305673 52377545
 P 673660 40026 305688 52497620
 P 674770 40099 305703 52618079
 P 676736 40099 305706 52737024
 P 678801 40099 308282 52861796
 P 680521 40172 308297 52979141
 P 682891 40513 308308 53098679
 P 684804 40586 308324 53219743
 P 686236 40659 308339 53339944
 P 688597 40732 308354 53460020
 P 689381 40732 308357 53579124
 P 691399 41004 310938 53703896
 P 693314 41077 310952 53821241
 P 695675 41150 310968 53941445
 P 696471 41150 310973 54060953
 P 698763 41150 313325 54184200
 P 700485 41223 313341 54302440
 P 702860 41223 315922 54424800
 P 704776 41296 315937 54543041
 P 707140 41369 315952 54663245
 P 707926 41369 315956 54782124
 P 710258 41442 315972 54903620
 P 711653 41442 315976 55022724
 P 713615 41714 315987 55144869
 P 715533 41787 316001 55264841
 P 717899 41860 316016 55385045
 P 719016 41933 316031 55505121
 P 721020 41933 316035 55624224
 P 722746 42006 316049 55745879
 P 725116 42278 318630 55869712
 P 727035 42351 318645 55986640
 P 728475 42424 318659 56106845
 P 730371 42424 318668 56225724
 P 732291 42497 318683 56347540
 P 733401 42497 318687 56466324
 P 734992 42497 318690 56586624
 P 736433 42569 318705 56708343
 P 738451 42841 321286 56830640
 P 740055 42841 321291 56948473
 P 742424 42914 321306 57069341
 P 743547 42987 321321 57189547
 P 745622 42987 323897 57311680
 P 747544 43060 323911 57430240
 P 748987 43133 323926 57550445
 P 750110 43206 323941 57670521
 P 752128 43477 326523 57794096
 P 753571 43550 326538 57911440
 P 755589 43822 329119 58033480
 P 756770 43822 331695 58154100
 P 758436 43822 331700 58271834
 P 760809 43895 331715 58392641
 P 761934 43968 331730 58512845
 P 763859 44041 331745 58632921
 P 765305 44114 331760 58753380
 P 766430 44187 331775 58874736
 P 768448 44633 331787 58993358
 P 769895 44706 331801 59114441
 P 771913 44977 334382 59236480
 P 773360 45050 334399 59355043
 P 775378 45321 336980 59477080
 P 776507 45321 336986 59595073
 P 778787 45665 337006 59715844
 P 780236 45738 337020 59835921
 P 782254 46009 339601 59959496
 P 783703 46082 339616 60076841
 P 785721 46353 342197 60198880
 P 787171 46426 342211 60317440
 P 789385 46499 342226 60437644
 P 791217 46499 342232 60557153
 P 792723 46499 344807 60680400
 P 794492 46572 344821 60798642
 P 795780 46645 344836 60918845
 P 797547 46718 344851 61038920
 P 799767 46718 346232 61161440
 P 800735 46791 346247 61279840
 P 802888 46864 346262 61400045
 P 804466 46937 346276 61520121
 P 806632 47060 348857 61643696
 P 808401 47133 348872 61761041
 P 810419 47404 351454 61883080
 P 812189 47477 351468 62001640
 P 813480 47550 351483 62121845
 P 814451 47623 351498 62241921
 P 816607 47696 351512 62362381
 P 818186 47769 351526 62483737
 P 820385 48023 351538 62602346
 P 822156 48096 351553 62723440
 P 824377 48169 351567 62843645
 P 825350 48242 351582 62963721
 P 827508 48315 351598 63084182
 P 829090 48388 351614 63205539
 P 831291 48640 351625 63324145
 P 833064 48713 351640 63445240
 P 834357 48786 351655 63565444
 P 835802 48786 351658 63684324
 P 837097 48859 351673 63805821
 P 837742 48859 351677 63924924
 P 839901 48932 351691 64046581
 P 841156 48932 351695 64165524
 P 843173 49205 354277 64290712
 P 844949 49278 354292 64407641
 P 846246 49351 354306 64527845
 P 847222 49424 354321 64647921
 P 849053 49424 354325 64767024
 P 850638 49497 354339 64888680
 P 852655 49769 356920 65012512
 P 854432 49842 356935 65129440
 P 855730 49915 356950 65249645
 P 856379 49915 356953 65368524
 P 858542 49941 356968 65489974
 P 860127 50014 356983 65610481
 P 862088 50286 356994 65731685
 P 863387 50359 357009 65851240
 P 865404 50631 359590 65973280
 P 866705 50704 359604 66091841
 P 868934 50777 359618 66212045
 P 870714 50850 359634 66332121
 P 872014 50922 359649 66452578
 P 873795 50995 359663 66573936
 P 874778 50995 359669 66694085
 P 875760 51068 359684 66813641
 P 877597 51068 359687 66932424
 P 879188 51141 359701 67054145
 P 881366 51252 362282 67176440
 P 882668 51325 362297 67294840
 P 883651 51398 362311 67415044
 P 885489 51398 362315 67533924
 P 887081 51470 362330 67655419
 P 889261 51579 364911 67778996
 P 890565 51652 364925 67896341
 P 892583 51924 367506 68018380
 P 893887 51997 367521 68136940
 P 896167 52342 367541 68256922
 P 897473 52415 367556 68377381
 P 899707 52488 367571 68498737
 P 900431 52696 367576 68619151
 P 902602 52769 367591 68738441
 P 904197 52842 367606 68858644
 P 906159 52842 370187 68981100
 P 907467 52915 370201 69099341
 P 909484 53187 372782 69221380
 P 910792 53260 372797 69339941
 P 912809 53532 375378 69461980
 P 914117 53605 375393 69580540
 P 916134 53877 377974 69702580
 P 917180 53877 380550 69823200
 P 918970 53950 380564 69941441
 P 920280 54023 380579 70061645
 P 921269 54096 380594 70181721
 P 923443 54169 380608 70302180
 P 925041 54242 380623 70423536
 P 927259 54452 380634 70542121
 P 929050 54525 380649 70663241
 P 931027 54525 383224 70785504
 P 932818 54598 383240 70903841
 P 935058 54671 383256 71024046
 P 936050 54744 383270 71144120
 P 937842 54817 383285 71264580
 P 938896 54817 383291 71385430
 P 939627 54817 385866 71507400
 P 941423 54890 385881 71625642
 P 943664 54963 385896 71745845
 P 944328 54963 385900 71864724
 P 946122 55035 385914 71986218
 P 947437 55108 385929 72106681
 P 948102 55108 385933 72225624
 P 950019 55108 388508 72350396
 P 951622 55181 388523 72467741
 P 953596 55453 388534 72587166
 P 954911 55526 388549 72708340
 P 956932 55797 388561 72827814
 P 958249 55870 388576 72948941
 P 960270 56141 388588 73068414
 P 961589 56214 388602 73189542
 P 963610 56485 388613 73309014
 P 965819 56485 390036 73432200
 P 967836 56485 393818 73552404
 P 969155 56558 393832 73670741
 P 971402 56631 393847 73790945
 P 973326 56631 393853 73910514
 P 975125 56704 393868 74031641
 P 977372 56777 393884 74151846
 P 978372 56850 393899 74271921
 P 980329 56850 393905 74391874
 P 981938 56923 393919 74512841
 P 984507 56996 393934 74633045
 P 985253 56996 393940 74752553
 P 987884 57342 393960 74873645
 P 990732 57342 395227 74995780
 P 992981 57415 395242 75114340
 P 993982 57488 395257 75234545
 P 995785 57561 395271 75354621
 P 997802 57832 397852 75478196
 P 999124 57905 397867 75595541
 P 1001086 58176 397878 75714953
 P 1002409 58249 397893 75836140
 P 1004370 58520 397904 75955553
 P 1005375 58520 397910 76076173
 P 1007641 58792 400242 76199004
 P 1008965 58865 400259 76317342
 P 1010926 59137 400270 76436753
 P 1012251 59210 400285 76557940
 P 1014212 59210 401497 76677353
 P 1015538 59283 401512 76798541
 P 1017499 59555 401523 76917953
 P 1018567 59555 401528 77038634
 P 1020829 59827 403864 77161404
 P 1022155 59900 403879 77279740
 P 1024171 60172 406460 77401780
 P 1025979 60245 406475 77520341
 P 1028235 60318 406490 77640545
 P 1029244 60391 406504 77760621
 P 1031612 60391 410288 77884196
 P 1033421 60464 410303 78001541
 P 1035677 60537 410318 78121744
 P 1036686 60610 410332 78241820
 P 1038497 60683 410347 78362282
 P 1039827 60756 410362 78483637
 P 1040575 60932 410367 78604018
